MF,Fraction,mz,Retention_time,annotation,method,210329_Smp_PS_A,210329_Smp_PS_B,210329_Smp_PS_C,210329_Smp_PPL_Aloha_A,210329_Smp_PPL_Aloha_B,210329_Smp_PPL_Aloha_C,210329_Smp_PPL_PS_A,210329_Smp_PPL_PS_B,210329_Smp_PPL_PS_C,210329_Smp_Aloha_A,210329_Smp_Aloha_B,210329_Smp_Aloha_C,210322_Smp_PPL_PS_A,210322_Smp_PPL_PS_B,210322_Smp_PPL_PS_C,210322_Smp_Aloha_A,210322_Smp_Aloha_B,210322_Smp_Aloha_C,210322_Smp_PS_A,210322_Smp_PS_B,210322_Smp_PS_C,210322_Smp_PPL_Aloha_A,210322_Smp_PPL_Aloha_B,210322_Smp_PPL_Aloha_C
6101_RP,RP,258.13409,0.915,Unknown,PPL,NA,NA,NA,828577.902987966,571316.5837511604,659261.7875610731,850047.8862374739,516250.8242853544,700256.653425279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6106_RP,RP,258.1701,1.742,Unknown,PPL,NA,NA,NA,494404.00000000006,490988,486274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6126_RP,RP,258.81757,0.663,Unknown,CatEx,2252883.3131758384,2819143.565008322,219809.8919666354,NA,NA,NA,NA,NA,NA,1038066.8809239366,762471.7851315675,9052372.9043024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6126_RP,RP,258.81757,0.663,Unknown,PPL,NA,NA,NA,47260475.41094421,26235685.170849588,38740692.65291783,17859196.568060912,14841942.777147967,21329489.989283897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6130_RP,RP,258.98853,0.71,Unknown,PPL,NA,NA,NA,NA,NA,NA,40272.88463703213,85412.59262611505,957005.118395014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6132_RP,RP,259.00552,0.743,Unknown,CatEx,83784.55838430145,151493.4214129292,61230.462588899725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6149_RP,RP,259.12918,0.912,Unknown,CatEx,801668,1008404,1022528,NA,NA,NA,NA,NA,NA,1152694,672910,829342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6149_RP,RP,259.12918,0.912,Unknown,PPL,NA,NA,NA,1774558,2142044,2091628,2229232,1744582,2100808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6200_RP,RP,260.18597,3.755,Unknown,PPL,NA,NA,NA,NA,NA,NA,3845902,1974662,2339552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6202_RP,RP,260.18604,6.086,Unknown,PPL,NA,NA,NA,967588,458668,1171834,2794660,1715854,2783682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6213_RP,RP,260.81458,0.663,Unknown,CatEx,474559.0587152126,564676.8439163823,34189.08292533417,NA,NA,NA,NA,NA,NA,209123.19778984733,145728.6758145048,1863716.1869412784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6213_RP,RP,260.81458,0.663,Unknown,PPL,NA,NA,NA,9784586.379600149,5322086.301421828,7875210.316013748,3606299.8111048494,3079904.439526356,4276864.123936059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6215_RP,RP,260.93167,0.687,Unknown,PPL,NA,NA,NA,6891027.655364732,5608585.855679744,7083619.097653763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6235_RP,RP,261.13083,1.322,Unknown,PPL,NA,NA,NA,72003745.38330051,44273887.61251969,70991970.64623702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6236_RP,RP,261.14484,0.944,Unknown,PPL,NA,NA,NA,2464652,2855338,2584124,1500212,1428722,1200772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6239_RP,RP,261.14883,9.171,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,2681015.23904363,1289020.6925678411,3723222.54097182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6245_RP,RP,261.21732,6.359,Unknown,PPL,NA,NA,NA,447576,242126,253232.00000000003,282312,237412,392034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6256_RP,RP,261.60132,5.122,Unknown,PPL,NA,NA,NA,47493.242184024624,53572.60005668543,29663.54592290309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6257_RP,RP,261.84518,0.689,Unknown,PPL,NA,NA,NA,99280,385436,188858,187526,250852,88302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6265_RP,RP,262.04965,7.736,Unknown,PPL,NA,NA,NA,NA,NA,NA,1615501.7911187203,1735459.5612723664,1993850.1905377393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6278_RP,RP,262.12869,0.912,Unknown,CatEx,272432,306976,201558,NA,NA,NA,NA,NA,NA,376580,540740,246806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6278_RP,RP,262.12869,0.912,Unknown,PPL,NA,NA,NA,794364,1024102,1021384,804844,789388,629148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6280_RP,RP,262.14005,0.717,Unknown,CatEx,224312.7011967759,29267.844700041744,165641.8264857105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6291_RP,RP,262.16516,2.093,Unknown,PPL,NA,NA,NA,NA,NA,NA,5149925.665227755,2834893.9938797546,2967952.0921188714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6292_RP,RP,262.16516,2.193,Unknown,PPL,NA,NA,NA,NA,NA,NA,3836284,1660078,1582776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6296_RP,RP,262.16556,5.985,Unknown,PPL,NA,NA,NA,204476,357268,224242,510004.00000000006,389830,542258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6312_RP,RP,262.81186,0.684,Unknown,PPL,NA,NA,NA,699897.254739026,302139.78891698644,491207.5990502523,221313.4173519232,233263.9113834309,297203.5764989921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6314_RP,RP,262.9155,0.669,Unknown,PPL,NA,NA,NA,990743.7456696464,111856.56924055716,799490.1937387063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6330_RP,RP,263.11029,0.748,Unknown,CatEx,304095.06325901125,315215.38458923396,346142.76272436633,NA,NA,NA,NA,NA,NA,1501135.125430968,1173633.455821952,574853.0116596041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6330_RP,RP,263.11029,0.748,Unknown,PPL,NA,NA,NA,3177430.6041017603,1983825.3490154017,3056138.151861922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6365_RP,RP,264.09106,4.286,Unknown,PPL,NA,NA,NA,NA,NA,NA,1156410,907716,701988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6375_RP,RP,264.14435,1.976,Unknown,PPL,NA,NA,NA,NA,NA,NA,2467852,1974196,438058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6378_RP,RP,264.15952,1.322,Unknown,PPL,NA,NA,NA,1220378.0422038136,1066512.0269109728,1392660.0557263228,433210.7391821001,669114.3006919175,681274.1702943611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6390_RP,RP,264.19592,4.143,Unknown,PPL,NA,NA,NA,NA,NA,NA,491965.99999999994,1104394,1337384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6397_RP,RP,264.2327,8.264,Unknown,PPL,NA,NA,NA,NA,NA,NA,114320.45132915852,805163.1993463625,6288320.7781757675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6402_RP,RP,264.91251,0.662,Unknown,PPL,NA,NA,NA,374871.1665763464,57281.44013270967,290082.93545395444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410_RP,RP,265.0813,1.526,Unknown,PPL,NA,NA,NA,1411002.672102268,967948.9156007838,1216544.335282678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6418_RP,RP,265.10501,7.591,Unknown,PPL,NA,NA,NA,NA,NA,NA,1160452,1375242,1087546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6422_RP,RP,265.12238,9.417,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,37242852,28531614,45643508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6431_RP,RP,265.15491,2.351,Unknown,PPL,NA,NA,NA,NA,NA,NA,928419.8886247752,528545.7387323778,620922.9071283265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6459_RP,RP,266.12338,0.722,Unknown,CatEx,107768.98336944755,364784.47516449896,277488.3413091964,NA,NA,NA,NA,NA,NA,962251.3542643522,863902.7079749368,305327.580490196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6465_RP,RP,266.17288,7.952,Unknown,PPL,NA,NA,NA,851501.8920361312,816837.1473394987,849287.0768756326,837529.1591886956,776792.8263404613,962489.180808214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6511_RP,RP,267.13403,1.418,Unknown,PPL,NA,NA,NA,1638608,1340368,1404900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6512_RP,RP,267.13416,1.877,Unknown,PPL,NA,NA,NA,1630424,1376730,1263268,1947542,2224820,2102068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6516_RP,RP,267.13931,0.811,Unknown,CatEx,2624864,3075032,4813720,NA,NA,NA,NA,NA,NA,3831916,3140616,5714666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6519_RP,RP,267.14548,0.984,Unknown,PPL,NA,NA,NA,NA,NA,NA,592304,746240,720764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6542_RP,RP,267.98853,0.698,Unknown,PPL,NA,NA,NA,3870082.7881554696,37665.06907560916,3734346.465320968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6547_RP,RP,268.08566,5.124,Unknown,PPL,NA,NA,NA,964449.5654801578,670985.6427903664,761044.2089634526,596655.8340422752,526628.3833984156,774195.9263245157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6552_RP,RP,268.10406,1.041,Unknown,CatEx,274148.8783045826,299722.5685000173,335773.8666376388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6552_RP,RP,268.10406,1.041,Unknown,PPL,NA,NA,NA,334485.7340840056,335595.28525671497,334725.73374534235,1503391.555389862,1598772.479345342,1587152.4143661964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6555_RP,RP,268.11789,1.19,Unknown,PPL,NA,NA,NA,1441814,1316560,1641250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6564_RP,RP,268.17004,6.17,Unknown,PPL,NA,NA,NA,10267437.161331858,10859236.101142816,10315440.73592906,4459950.705564819,9151499.178614575,15193396.919114957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6565_RP,RP,268.17557,1.538,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,304670,243494,265290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6565_RP,RP,268.17557,1.538,Unknown,PPL,NA,NA,NA,4036894,4788036,4532228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6566_RP,RP,268.17569,0.96,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,787780,437568,853538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6566_RP,RP,268.17569,0.96,Unknown,PPL,NA,NA,NA,5046478,5752764,5995170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6590_RP,RP,268.94272,0.716,Unknown,CatEx,605522.1163099237,768546.3125417214,3752928.567996532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6591_RP,RP,268.98563,0.735,Unknown,PPL,NA,NA,NA,1801698.340690051,39405.7589745378,1800594.068654996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6605_RP,RP,269.12524,0.767,Unknown,PPL,NA,NA,NA,8797170.986532006,11999700.082907343,6762924.590796042,1953405.941592777,5725554.917134331,8087298.121285355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6610_RP,RP,269.15359,8.733,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,134154960,32453203.999999996,68204688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6613_RP,RP,269.17514,9.21,Unknown,PPL,NA,NA,NA,NA,NA,NA,6330066,13034886,9565048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6656_RP,RP,270.17007,0.916,Unknown,PPL,NA,NA,NA,69044.77068291615,242271.53481791232,291762.01524795254,262013.91665212865,105771.73110207976,91933.62304661662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6657_RP,RP,270.19116,1.949,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,832744,634258,550560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6657_RP,RP,270.19116,1.949,Unknown,PPL,NA,NA,NA,25333060,24325994,26386154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6664_RP,RP,270.7973,0.664,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811898.0952757825,95446.37049993555,984176.7914491332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6664_RP,RP,270.7973,0.664,Unknown,PPL,NA,NA,NA,7344699.918916147,3837302.3673253343,5667181.451722682,2503436.120371641,1855576.885589797,3057981.908532751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6666_RP,RP,270.86124,0.66,Unknown,CatEx,109871.6668379804,285588.26938841905,213435.26751778033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6666_RP,RP,270.86124,0.66,Unknown,PPL,NA,NA,NA,1399647.688512341,90404.81662447882,1132791.1830207843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6687_RP,RP,271.12918,0.918,Unknown,CatEx,948954,1375302,1213630,NA,NA,NA,NA,NA,NA,1773102,1242242,1473180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6687_RP,RP,271.12918,0.918,Unknown,PPL,NA,NA,NA,2055698,2627244,2403174,2492306,1985904,2059618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6724_RP,RP,272.17044,1.093,Unknown,PPL,NA,NA,NA,1603624,2047634,1860984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6733_RP,RP,272.22223,6.19,Unknown,PPL,NA,NA,NA,253264,363828,306608,553504,225392,601216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6738_RP,RP,272.23312,2.211,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,23566304,17721046,18228472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6738_RP,RP,272.23312,2.211,Unknown,PPL,NA,NA,NA,45053832,44509380,46318752,1140008,1196030,1198338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6742_RP,RP,272.79443,0.663,Unknown,CatEx,153667.4279069082,580397.9808601096,31790.136383002107,NA,NA,NA,NA,NA,NA,2454491.341224864,131377.81581998817,1363509.6079804385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6742_RP,RP,272.79443,0.663,Unknown,PPL,NA,NA,NA,9438864.262404583,5093021.330598675,7671080.448594144,3528836.2780517847,2592053.0205774577,4306956.511059426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6743_RP,RP,272.87152,0.654,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147119.469391029,854006.4784747666,347325.4154024995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6767_RP,RP,273.14468,0.927,Unknown,CatEx,883488,1192604,1105602,NA,NA,NA,NA,NA,NA,1011834,808794,806288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6767_RP,RP,273.14468,0.927,Unknown,PPL,NA,NA,NA,1579224,1878336,1585010,2211528,2285544,1914016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6773_RP,RP,273.18109,4.434,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,3149150,2237404,2222016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6773_RP,RP,273.18109,4.434,Unknown,PPL,NA,NA,NA,7514348,7531496,8018312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6782_RP,RP,273.8555,0.657,Unknown,PPL,NA,NA,NA,7207078.968054018,2843028.246480605,5203387.977783723,1987885.032621812,1824933.5153400996,2402705.157087603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6803_RP,RP,274.12189,0.774,Unknown,PPL,NA,NA,NA,1953970.472208876,380617.21918259584,1797357.5815158405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6821_RP,RP,274.20154,5.381,Unknown,PPL,NA,NA,NA,NA,NA,NA,4276492,2536640,3672508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6833_RP,RP,274.79144,0.665,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206692.171673442,61414.05529854524,721374.6403953419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6833_RP,RP,274.79144,0.665,Unknown,PPL,NA,NA,NA,4828957.434027056,2647148.6108897473,3900374.605386188,1708537.410879969,1342702.0195064938,2129304.0337098846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6854_RP,RP,275.10989,1.342,Unknown,PPL,NA,NA,NA,16251181.003512684,8763768.557982072,13994170.631893603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6855_RP,RP,275.11813,9.228,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,299892,202160,867400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6855_RP,RP,275.11813,9.228,Unknown,PPL,NA,NA,NA,NA,NA,NA,473816,783228,545026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6864_RP,RP,275.14648,1.942,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,764234,613584,499206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6864_RP,RP,275.14648,1.942,Unknown,PPL,NA,NA,NA,21287786,16449038.000000002,19615064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6873_RP,RP,275.23306,7.226,Unknown,PPL,NA,NA,NA,348950,261882,250352.00000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6879_RP,RP,275.85263,0.658,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,89777.57722690709,23149.117189742417,30274.968592108875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6879_RP,RP,275.85263,0.658,Unknown,PPL,NA,NA,NA,10717053.045079634,4143276.8396666986,7411913.265666057,2877926.62932977,2738599.910444375,3821979.2604068806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6889_RP,RP,276.01514,12.585,Unknown,PPL,NA,NA,NA,2448401.454876632,1658890.3330402405,1939653.510434733,1749986.694260283,2145933.512486507,2018804.5483432263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6895_RP,RP,276.10782,0.794,Unknown,CatEx,1109890,1362822,638370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6896_RP,RP,276.108,0.998,Unknown,PPL,NA,NA,NA,NA,NA,NA,1110321.4650728945,947386.3248689396,947523.4783216566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6900_RP,RP,276.14453,4.334,Unknown,PPL,NA,NA,NA,NA,NA,NA,5302186,1734900,2731950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6918_RP,RP,276.78854,0.669,Unknown,PPL,NA,NA,NA,1018422.7314385462,685000.6378285659,836249.8739823797,438744.2879364286,274571.92381479166,469636.8664989916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6921_RP,RP,276.91315,0.685,Unknown,PPL,NA,NA,NA,500929.43039194134,437363.24227453367,727985.7290041576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6937_RP,RP,277.09808,0.688,Unknown,PPL,NA,NA,NA,9900680.604182636,11354673.35401361,21037971.876123127,6250649.907385289,5148933.740961499,2091848.7618795924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6939_RP,RP,277.09818,7.642,Unknown,PPL,NA,NA,NA,NA,NA,NA,822865.2952184862,813967.366348234,876889.087701216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6964_RP,RP,277.8497,0.657,Unknown,PPL,NA,NA,NA,5907091.4540575985,2296248.2065028306,4163448.6906465422,1700476.6361071065,1499295.3751691887,2042627.1155914564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6974_RP,RP,278.02725,7.736,Unknown,PPL,NA,NA,NA,NA,NA,NA,18556149.057160817,17372410.996526394,19590305.16629855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7014_RP,RP,278.77621,0.665,Unknown,PPL,NA,NA,NA,302902.3416948576,272477.00534075877,243754.9338334691,327163.9994348334,184156.00692530535,105362.70526572887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7045_RP,RP,279.17062,3.714,Unknown,PPL,NA,NA,NA,NA,NA,NA,658345.3242072682,1064575.8410976203,1093759.880279499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7046_RP,RP,279.17065,4.027,Unknown,PPL,NA,NA,NA,NA,NA,NA,600334.9718875212,1001050.7150852644,922034.9447009176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7062_RP,RP,279.8468,0.657,Unknown,PPL,NA,NA,NA,1672860.6799026204,553793.067985614,1188855.4139974818,405290.2251943464,400890.503375432,544938.4150651188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7071_RP,RP,280.09207,0.675,Unknown,CatEx,101795.70230554973,106282.89146131431,405108.5848358893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7080_RP,RP,280.13931,1.028,Unknown,PPL,NA,NA,NA,976976,1852712,1207258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7083_RP,RP,280.17569,1.074,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,551738,205052,649652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7083_RP,RP,280.17569,1.074,Unknown,PPL,NA,NA,NA,7660764,8545138,9656770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7087_RP,RP,280.17581,2.446,Unknown,PPL,NA,NA,NA,664548,732634,507404,1152432,468646,3258242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7102_RP,RP,280.84714,0.659,Unknown,CatEx,1744564.195805985,3134981.1764835874,504289.7920880995,NA,NA,NA,NA,NA,NA,843086.6517719977,813958.2402926582,4221832.136093662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7102_RP,RP,280.84714,0.659,Unknown,PPL,NA,NA,NA,3191929.7092124005,277285.2374121446,3558622.247807653,1498938.1964918352,1136366.6560921737,3249997.796794846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7143_RP,RP,281.84283,0.685,Unknown,CatEx,352762.9632596316,538077.6353456822,42903.69027824823,NA,NA,NA,NA,NA,NA,580034.1893815364,176631.166665317,884064.911254777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7143_RP,RP,281.84283,0.685,Unknown,PPL,NA,NA,NA,834745.1450791517,330002.77333705215,455384.6909995973,3345686.3691471037,5069755.395030079,723725.0958202005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7149_RP,RP,282.07568,7.719,Unknown,PPL,NA,NA,NA,NA,NA,NA,3050180,3277818,3079256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7155_RP,RP,282.10175,6.293,Unknown,PPL,NA,NA,NA,201346,165526,198938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7165_RP,RP,282.134,1.323,Unknown,CatEx,688108,1674692,1830882,NA,NA,NA,NA,NA,NA,2026966,1172324,1846218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
