Mass Feature,Analysis Fraction,m/z,Retention Time (min),CX-SPE - Aloha,CX-SPE - PS,PPL - Aloha,PPL - PS,Tentative Compound ID
4197_RP,RP,216.83299,0.663,    ND,    ND,776320,398100,unknown
1489_HILICNeg,HILICNeg,216.90939,14.898,    ND,    ND,148090000,73837000,unknown
1494_HILICNeg,HILICNeg,217.07173,2.252,    ND,    ND,3814700,5307200,unknown
1218_HILICPos,HILICPos,217.07681,14.924,    ND,    ND,3660900,4081800,unknown
4212_RP,RP,217.10449,1.072,    ND,    ND,93415000,    ND,unknown
4215_RP,RP,217.10725,2.471,    ND,    ND,    ND,1339800,unknown
4223_RP,RP,217.14384,7.22,    ND,    ND,    ND,361830,unknown
4224_RP,RP,217.15497,1.098,    ND,1294500,    ND,2636100,unknown
4231_RP,RP,217.56146,7.718,    ND,    ND,    ND, 86812,unknown
4240_RP,RP,217.89407,0.653, 36160,    ND,7318000,3055000,unknown
4246_RP,RP,218.0724,3.049,    ND,    ND,598370,    ND,unknown
1224_HILICPos,HILICPos,218.08144,2.256,    ND,    ND,353260,893420,unknown
1228_HILICPos,HILICPos,218.13863,2.26,    ND,    ND,    ND,3520200,unknown
4256_RP,RP,218.13863,1.067,    ND,    ND,1126500,    ND,unknown
4266_RP,RP,218.17511,2.853,    ND,    ND,    ND,1386600,unknown
4267_RP,RP,218.17519,4.741,    ND,    ND,    ND,1499300,unknown
4268_RP,RP,218.17519,4.553,    ND,    ND,    ND,1858600,unknown
4278_RP,RP,218.97481,0.98,    ND,    ND,1143100,1185300,unknown
4314_RP,RP,219.17062,2.296,    ND,    ND,281040,344090,unknown
4323_RP,RP,219.60693,8.691,    ND,    ND,128170,202100,unknown
4329_RP,RP,219.8911,0.653,    ND,    ND,2737600,1164000,unknown
1240_HILICPos,HILICPos,220.09712,2.251,    ND,    ND,2312600,2158100,unknown
4354_RP,RP,220.11806,0.794,398010,343990,709760,411390,unknown
4360_RP,RP,220.15454,0.991,    ND,260880,605360,799610,unknown
4372_RP,RP,220.99725,0.927,    ND,    ND,    ND,330000,unknown
1529_HILICNeg,HILICNeg,221.02365,10.46,    ND,6366900,    ND,    ND,unknown
4375_RP,RP,221.05984,5.122,    ND,    ND,786530,738510,unknown
4399_RP,RP,221.15149,8.142,    ND,    ND,340890,436100,unknown
1252_HILICPos,HILICPos,222.07603,2.238,    ND,    ND,1275600,1316600,unknown
4422_RP,RP,222.09712,0.705,542860,428730,    ND,    ND,unknown
1253_HILICPos,HILICPos,222.1124,2.25,    ND,    ND,3908200,2039400,unknown
4442_RP,RP,222.17021,5.71,    ND,    ND,830690,4118200,unknown
4466_RP,RP,222.5834,9.418,2721000,    ND,    ND,    ND,unknown
4478_RP,RP,222.87921,0.662,3365800,3537500,4990900,2399700,unknown
4504_RP,RP,223.09421,4.815,    ND,    ND,    ND,3157300,unknown
4518_RP,RP,223.11766,1.529,    ND,    ND,2760000,1871300,unknown
4524_RP,RP,223.15404,2.012,    ND,    ND,242860,    ND,unknown
4539_RP,RP,223.88414,0.707,661190,437600,391110,2646500,unknown
4540_RP,RP,223.95668,1.776,1667200,1218600,    ND,    ND,unknown
1264_HILICPos,HILICPos,224.09177,2.252,    ND,    ND,3241300,3238500,unknown
4558_RP,RP,224.11282,0.699,1038100,329400,    ND,    ND,unknown
4566_RP,RP,224.14932,1.232,    ND,    ND,2956000,    ND,unknown
4567_RP,RP,224.14941,0.906,939040,    ND,4299400,    ND,unknown
1269_HILICPos,HILICPos,224.14952,2.249,    ND,    ND,1944600,1189000,unknown
1270_HILICPos,HILICPos,224.16478,2.239,    ND,    ND,1546300,911100,unknown
4588_RP,RP,224.8647,0.679,    ND,    ND,1288900,1324900,unknown
4589_RP,RP,224.90013,0.664,1388800,1015300,    ND,    ND,unknown
4602_RP,RP,225.08717,2.592,    ND,    ND,    ND,1755800,unknown
4603_RP,RP,225.0872,0.913,1822700,1464200,2204100,2257500,unknown
1276_HILICPos,HILICPos,225.13327,2.256,    ND,    ND,10795000,5084600,unknown
1580_HILICNeg,HILICNeg,225.16095,2.231,33247000,    ND,86160000,2291700,unknown
4628_RP,RP,225.8812,0.689,412600,274260,181330,1728800,unknown
4634_RP,RP,226.03894,1.418,    ND,    ND,728660,1138600,unknown
4644_RP,RP,226.10738,0.911,    ND,    ND,1246300,1056200,unknown
1287_HILICPos,HILICPos,226.14392,2.224,    ND,    ND,1577800,1731100,unknown
4653_RP,RP,226.1649,1.514,    ND,    ND,7066300,    ND,unknown
1290_HILICPos,HILICPos,226.97108,2.942,    ND,    ND, 88150,    ND,unknown
4693_RP,RP,227.09164,6.788,    ND,    ND,    ND,1463900,unknown
1602_HILICNeg,HILICNeg,227.09276,2.239,    ND,    ND,6241000,5901800,unknown
4702_RP,RP,227.11371,0.847,831560,671910,974090,1425400,unknown
4703_RP,RP,227.1256,5.732,    ND,    ND,    ND,2601000,unknown
4704_RP,RP,227.12773,6.953,    ND,    ND,    ND,358350,unknown
4705_RP,RP,227.12787,3.422,    ND,    ND,    ND,1789500,unknown
4708_RP,RP,227.12799,5.215,    ND,    ND,358280,804420,unknown
4719_RP,RP,227.17514,2.222,345070000,    ND,789770000,23225000,unknown
1297_HILICPos,HILICPos,227.17526,2.229,154960000,    ND,424970000,13815000,unknown
4720_RP,RP,227.17528,6.003,9124500,    ND,41477000,    ND,unknown
4721_RP,RP,227.17545,1.988,5890100,    ND,9305200,3534600,unknown
4732_RP,RP,227.87828,0.682, 56562,    ND,    ND,256840,unknown
4733_RP,RP,227.92302,0.653,    ND,    ND,1056500,473720,unknown
1626_HILICNeg,HILICNeg,227.99721,3.783,    ND,213960000,    ND,    ND,unknown
4746_RP,RP,228.069,0.961,    ND,    ND,    ND,9828300,unknown
4754_RP,RP,228.123,0.917,    ND,    ND,964100,1050500,unknown
1647_HILICNeg,HILICNeg,229.07195,3.147,    ND,    ND,8091200,    ND,unknown
1649_HILICNeg,HILICNeg,229.10834,2.251,    ND,    ND,4462100,9600000,unknown
4810_RP,RP,229.11864,0.914,2544300,2098100,4436700,4120800,unknown
4816_RP,RP,229.12578,1.598,    ND,    ND,977560,    ND,unknown
4832_RP,RP,229.22749,6.446,    ND,    ND,    ND, 88287,unknown
4842_RP,RP,229.93954,0.674,    ND,    ND,1452700,    ND,unknown
4874_RP,RP,230.17514,7.226,    ND,    ND,1102800,    ND,unknown
4878_RP,RP,230.17529,4.467,    ND,    ND,    ND,6921300,unknown
4879_RP,RP,230.21176,7.089,    ND,    ND,1129100,1184200,unknown
4903_RP,RP,231.08385,1.072,    ND,    ND,25218000,    ND,unknown
1665_HILICNeg,HILICNeg,231.08762,2.247,    ND,1378300,3852100,36682000,unknown
4911_RP,RP,231.11613,0.69,    ND,    ND,3091100,    ND,unknown
4913_RP,RP,231.11626,7.72,    ND,    ND,    ND,2851500,unknown
4915_RP,RP,231.1163,0.811,    ND,    ND,5974800,    ND,unknown
4925_RP,RP,231.17059,1.613,    ND,2241800,    ND,6013200,unknown
4931_RP,RP,231.8745,0.655,238330,177310,2299800,1333600,unknown
4950_RP,RP,232.15437,1.451,    ND,    ND,    ND,1415900,unknown
4959_RP,RP,232.16974,4.513,    ND,    ND,    ND,561750,unknown
4974_RP,RP,232.82906,0.664, 30808,    ND,8268800,2262200,unknown
4992_RP,RP,233.09976,0.94,    ND,    ND,1882800,    ND,unknown
1684_HILICNeg,HILICNeg,233.10307,2.256,    ND,    ND,    ND,2182100,unknown
5004_RP,RP,233.14981,0.946,    ND,812060,260180,2414300,unknown
5013_RP,RP,233.18607,3.896,    ND,    ND,1617800,1589000,unknown
5024_RP,RP,233.87154,0.654,243120,160180,2493800,1355300,unknown
5037_RP,RP,234.0972,0.781,642540,570800,    ND,    ND,unknown
1354_HILICPos,HILICPos,234.11269,2.239,    ND,    ND,2059000,2321500,unknown
5043_RP,RP,234.1337,1.891,    ND,    ND,    ND,2406100,unknown
5057_RP,RP,234.82608,0.656, 36982, 42604,12425000,4925200,unknown
5060_RP,RP,234.98999,1.502,    ND,    ND,324800,    ND,unknown
5070_RP,RP,235.07558,6.288,    ND,    ND,109660,233800,unknown
5071_RP,RP,235.07558,4.284,    ND,    ND,    ND,1038900,unknown
5099_RP,RP,235.86867,0.666, 65370,    ND,716850,314490,unknown
5100_RP,RP,235.90982,0.687,    ND,    ND,    ND,490020,unknown
1363_HILICPos,HILICPos,235.95064,14.914,    ND,    ND,2437700,1308800,unknown
5106_RP,RP,236.07146,0.676,    ND,    ND,91139000,28247000,unknown
5108_RP,RP,236.07153,0.887,    ND,    ND,18147000,8355600,unknown
5110_RP,RP,236.07161,7.72,    ND,    ND,    ND,1650000,unknown
1366_HILICPos,HILICPos,236.14923,8.746,    ND,    ND,6063000,    ND,unknown
1367_HILICPos,HILICPos,236.14928,10.197,1218000,3911000,    ND,    ND,unknown
5131_RP,RP,236.14949,0.943,1163900,    ND,10746000,    ND,unknown
5147_RP,RP,236.22231,8.331, 91222,    ND,    ND,    ND,unknown
5153_RP,RP,236.82326,0.656, 15692,    ND,6539700,2666700,unknown
5156_RP,RP,236.95715,0.64,    ND,    ND,    ND,4365800,unknown
5165_RP,RP,237.08713,1.217,    ND,    ND,2427700,    ND,unknown
1372_HILICPos,HILICPos,237.12332,2.241,    ND,    ND,4280200,7757200,unknown
5176_RP,RP,237.12363,1.651,    ND,458770,    ND,    ND,unknown
5179_RP,RP,237.12747,9.417,13701000,    ND,    ND,    ND,unknown
5189_RP,RP,237.1507,0.876,783330,846020,    ND,    ND,unknown
5201_RP,RP,237.91962,0.684,    ND,    ND,1086800, 95107,unknown
5210_RP,RP,238.07527,3.092,    ND,    ND,    ND,871130,unknown
5213_RP,RP,238.10739,0.941,    ND,    ND,1145400,    ND,unknown
1377_HILICPos,HILICPos,238.1076,2.252,    ND,    ND,3490500,4131500,unknown
5215_RP,RP,238.14145,6.355,    ND,    ND,114890, 78287,unknown
1379_HILICPos,HILICPos,238.14394,2.175,    ND,    ND,2727500,2520900,unknown
5240_RP,RP,238.82033,0.657,    ND,    ND,1610800,734970,unknown
5241_RP,RP,238.85307,0.661,1146200,384640,779530,368130,unknown
5255_RP,RP,239.08904,2.096,    ND,    ND,    ND,968480,unknown
5270_RP,RP,239.14888,1.32,    ND,    ND,89099000,    ND,unknown
5289_RP,RP,240.05452,2.103,    ND,    ND,200920,740870,unknown
5293_RP,RP,240.07672,1.083,    ND,    ND,759210,432630,unknown
1393_HILICPos,HILICPos,240.12331,2.266,    ND,    ND,5094100,4296200,unknown
5304_RP,RP,240.14975,5.811,    ND,    ND,3423300,4316700,unknown
5323_RP,RP,240.81442,0.675, 36946,    ND,1433700,1333600,unknown
5324_RP,RP,240.85017,0.653,    ND,    ND,    ND, 67302,unknown
1753_HILICNeg,HILICNeg,241.07204,2.224,    ND,    ND,5025900,6173100,unknown
5339_RP,RP,241.08774,5.123,    ND,    ND,146020,    ND,unknown
5349_RP,RP,241.12938,0.837,1694800,    ND,3129400,2315500,unknown
5353_RP,RP,241.14357,4.942,    ND,    ND,    ND,851120,unknown
5363_RP,RP,241.22754,7.503,    ND,    ND,    ND,528790,unknown
1401_HILICPos,HILICPos,242.08511,2.244,    ND,    ND,1496400,1277000,unknown
5392_RP,RP,242.13875,0.931,    ND,    ND,593100,    ND,unknown
1402_HILICPos,HILICPos,242.13898,2.246,    ND,    ND,2319900,3668000,unknown
1403_HILICPos,HILICPos,242.17532,2.24,    ND,    ND,778300,336330,unknown
5400_RP,RP,242.1754,4.733,    ND,    ND,1941000,2836900,unknown
5415_RP,RP,242.8121,0.676, 49085,    ND,1811200,1856900,unknown
5416_RP,RP,242.85815,0.657,    ND, 38833,2764600,1512300,unknown
5430_RP,RP,243.08798,5.714,    ND,    ND,    ND,567600,unknown
5432_RP,RP,243.09944,1.461,    ND,    ND,1437700,    ND,unknown
5440_RP,RP,243.12805,0.857,565910,1312900,821880,    ND,unknown
5451_RP,RP,243.20699,7.208,    ND,    ND,278650,    ND,unknown
5452_RP,RP,243.2435,7.645,    ND,    ND,    ND,380910,unknown
5454_RP,RP,243.90031,0.656, 76168,    ND,411980,231650,unknown
5463_RP,RP,244.09297,0.914,    ND,    ND,888640,    ND,unknown
1415_HILICPos,HILICPos,244.10143,2.264,    ND,    ND,2584100,2214700,unknown
5471_RP,RP,244.11829,0.915,    ND,    ND,1179900,1423600,unknown
5477_RP,RP,244.1544,0.906,    ND,    ND,810290,1523700,unknown
5505_RP,RP,244.85519,0.655,    ND, 24387,3248100,1588100,unknown
5512_RP,RP,245.06352,1.248,    ND,    ND,1658300,2223600,unknown
1806_HILICNeg,HILICNeg,245.10338,2.239,    ND,892090,2571100,14425000,unknown
5534_RP,RP,245.13861,5.017,    ND,    ND,536900,863160,unknown
5542_RP,RP,245.18593,1.625,    ND,    ND,2333200,    ND,unknown
1424_HILICPos,HILICPos,245.18625,9.466,    ND,    ND,1559700,    ND,unknown
5543_RP,RP,245.18628,2.313,    ND,825570,    ND,3336000,unknown
5544_RP,RP,245.18628,2.553,    ND,750550,    ND,3570200,unknown
1809_HILICNeg,HILICNeg,245.97153,12.543,    ND,10273000,    ND,    ND,unknown
1814_HILICNeg,HILICNeg,246.05745,9.332,    ND,    ND,    ND,170510000,unknown
1430_HILICPos,HILICPos,246.11281,2.255,    ND,    ND,891350,781530,unknown
5573_RP,RP,246.1452,0.893,483600,476270,476480,888930,unknown
5588_RP,RP,246.1703,1.932,    ND,    ND,    ND,2055200,unknown
5591_RP,RP,246.17038,1.874,    ND,2958000,    ND,7230200,unknown
1433_HILICPos,HILICPos,246.18147,2.295,    ND,    ND,1604100,6360000,unknown
5601_RP,RP,246.6506,6.01,423430,    ND,1647500,    ND,unknown
5603_RP,RP,246.85226,0.659,    ND,    ND,1070700,639440,unknown
5615_RP,RP,247.08534,2.975,    ND,    ND,    ND,441360,unknown
5634_RP,RP,247.16946,9.418,4919800,    ND,    ND,    ND,unknown
5635_RP,RP,247.16948,9.233,4428800,    ND,    ND,    ND,unknown
1438_HILICPos,HILICPos,248.02185,14.912,    ND,    ND,15671000,4200800,unknown
1439_HILICPos,HILICPos,248.09218,2.249,    ND,    ND,323750,788810,unknown
5656_RP,RP,248.11307,2.458,    ND,    ND,    ND,726580,unknown
5677_RP,RP,248.18599,3.627,    ND,    ND,    ND,370860,unknown
5683_RP,RP,248.80664,0.657,231000,177150,3439000,1792100,unknown
5698_RP,RP,249.09557,5.675,    ND,1168100,    ND,    ND,unknown
5705_RP,RP,249.12347,1.343,776390,588320,1707100,1196400,unknown
5708_RP,RP,249.13094,8.867,3768900,    ND,    ND,    ND,unknown
5711_RP,RP,249.15727,2.224,7796400,    ND,30672000,935560,unknown
5712_RP,RP,249.15987,4.286,    ND,    ND,433330,    ND,unknown
5726_RP,RP,250.05067,0.678,    ND,    ND,1959800,1006200,unknown
1456_HILICPos,HILICPos,250.10777,2.252,    ND,    ND,2236900,2855200,unknown
1457_HILICPos,HILICPos,250.12851,2.241,    ND,    ND,3994500,7779300,unknown
1460_HILICPos,HILICPos,250.18031,2.208,    ND,    ND,    ND,350040,unknown
5753_RP,RP,250.2016,5.708,    ND,    ND,746710,3836900,unknown
5759_RP,RP,250.80356,0.656,328910,236020,4492700,2437900,unknown
5760_RP,RP,250.84341,0.674,    ND,    ND,1778400,1051500,unknown
5825_RP,RP,252.10779,0.734,    ND,131470,    ND,    ND,unknown
5834_RP,RP,252.14439,0.736,900510,2556600,    ND,    ND,unknown
1475_HILICPos,HILICPos,252.15973,2.241,    ND,    ND,6374200,1129100,unknown
5857_RP,RP,252.80087,0.66,142730,111320,2391800,961090,unknown
5858_RP,RP,252.841,0.668,    ND, 36076,2231200,1411400,unknown
5859_RP,RP,252.89998,0.686,    ND,    ND,1157800,1091600,unknown
1478_HILICPos,HILICPos,252.97722,14.915,    ND,    ND,7217800,3847100,unknown
5886_RP,RP,253.12827,1.345,    ND,    ND,21856000,    ND,unknown
1483_HILICPos,HILICPos,253.12831,2.288,    ND,    ND,12694000,    ND,unknown
5890_RP,RP,253.16461,1.922,461800,    ND,18182000,    ND,unknown
5910_RP,RP,254.07025,3.562,    ND,    ND,409900,735660,unknown
1486_HILICPos,HILICPos,254.11787,2.23,    ND,    ND,3539000,    ND,unknown
5921_RP,RP,254.13878,1.082,    ND,    ND,2150900,1487400,unknown
5924_RP,RP,254.1599,1.086,    ND,    ND,15252000,    ND,unknown
5932_RP,RP,254.19626,1.516,    ND,    ND,11171000,    ND,unknown
5941_RP,RP,254.82336,0.662,5809100,2901400,59413000,28548000,unknown
5943_RP,RP,254.91493,0.698,    ND,    ND,295950,482350,unknown
5960_RP,RP,255.09787,0.918,973040,695040,1754200,1569400,unknown
5961_RP,RP,255.10146,8.71,    ND,    ND,    ND,393980,unknown
5968_RP,RP,255.12294,4.091,    ND,    ND,    ND,994300,unknown
5976_RP,RP,255.15929,7.894,    ND,    ND,3043800,4613700,unknown
6000_RP,RP,255.97809,0.674,    ND,    ND,6653400,4770500,unknown
1500_HILICPos,HILICPos,256.10745,8.925,    ND,5805200,    ND,    ND,unknown
6034_RP,RP,256.82043,0.662,7496200,3854900,77529000,36912000,unknown
1896_HILICNeg,HILICNeg,257.01276,11.381,3537900,    ND,    ND,    ND,unknown
6052_RP,RP,257.09979,2.476,    ND,    ND,470300,1398200,unknown
6079_RP,RP,257.59583,4.906,    ND,    ND,195000,158950,unknown
1510_HILICPos,HILICPos,258.08676,2.912,    ND,34053000,    ND,    ND,unknown
6095_RP,RP,258.10858,0.908,467960,369540,878760,920180,unknown
6096_RP,RP,258.11002,0.725,819770,    ND,    ND,    ND,unknown
1513_HILICPos,HILICPos,258.134,2.254,    ND,    ND,2054700,2370300,unknown
6101_RP,RP,258.13409,0.915,    ND,    ND,686390,688850,unknown
6106_RP,RP,258.1701,1.742,    ND,    ND,490560,    ND,unknown
6126_RP,RP,258.81757,0.663,3617600,1763900,37412000,18010000,unknown
6130_RP,RP,258.98853,0.71,    ND,    ND,    ND,360900,unknown
6132_RP,RP,259.00552,0.743,    ND, 98836,    ND,    ND,unknown
6149_RP,RP,259.12918,0.912,884980,944200,2002700,2024900,unknown
6200_RP,RP,260.18597,3.755,    ND,    ND,    ND,2720000,unknown
6202_RP,RP,260.18604,6.086,    ND,    ND,866030,2431400,unknown
1526_HILICPos,HILICPos,260.19702,2.255,    ND,    ND,279630,524050,unknown
6213_RP,RP,260.81458,0.663,739520,357810,7660600,3654400,unknown
6215_RP,RP,260.93167,0.687,    ND,    ND,6527700,    ND,unknown
6235_RP,RP,261.13083,1.322,    ND,    ND,62423000,    ND,unknown
1939_HILICNeg,HILICNeg,261.13498,2.22,    ND,    ND,2192200,2849100,unknown
6236_RP,RP,261.14484,0.944,    ND,    ND,2634700,1376600,unknown
6239_RP,RP,261.14883,9.171,2564400,    ND,    ND,    ND,unknown
6245_RP,RP,261.21732,6.359,    ND,    ND,314310,303920,unknown
6256_RP,RP,261.60132,5.122,    ND,    ND, 43576,    ND,unknown
6257_RP,RP,261.84518,0.689,    ND,    ND,224520,175560,unknown
6265_RP,RP,262.04965,7.736,    ND,    ND,    ND,1781600,unknown
6278_RP,RP,262.12869,0.912,388040,260320,946620,741130,unknown
6280_RP,RP,262.14005,0.717,    ND,139740,    ND,    ND,unknown
6291_RP,RP,262.16516,2.093,    ND,    ND,    ND,3650900,unknown
6292_RP,RP,262.16516,2.193,    ND,    ND,    ND,2359700,unknown
6296_RP,RP,262.16556,5.985,    ND,    ND,262000,480700,unknown
6312_RP,RP,262.81186,0.684,    ND,    ND,497750,250590,unknown
6314_RP,RP,262.9155,0.669,    ND,    ND,634030,    ND,unknown
6330_RP,RP,263.11029,0.748,1083200,321820,2739100,    ND,unknown
6365_RP,RP,264.09106,4.286,    ND,    ND,    ND,922040,unknown
1547_HILICPos,HILICPos,264.12354,2.258,    ND,    ND,1688100,1318000,unknown
1548_HILICPos,HILICPos,264.1441,2.217,    ND,    ND,3815200,5488700,unknown
6375_RP,RP,264.14435,1.976,    ND,    ND,    ND,1626700,unknown
6378_RP,RP,264.15952,1.322,    ND,    ND,1226500,594530,unknown
6390_RP,RP,264.19592,4.143,    ND,    ND,    ND,977910,unknown
6397_RP,RP,264.2327,8.264,    ND,    ND,    ND,2402600,unknown
6402_RP,RP,264.91251,0.662,    ND,    ND,240750,    ND,unknown
6410_RP,RP,265.0813,1.526,    ND,    ND,1198500,    ND,unknown
6418_RP,RP,265.10501,7.591,    ND,    ND,    ND,1207700,unknown
6422_RP,RP,265.12238,9.417,37139000,    ND,    ND,    ND,unknown
6431_RP,RP,265.15491,2.351,    ND,    ND,    ND,692630,unknown
6459_RP,RP,266.12338,0.722,710490,250010,    ND,    ND,unknown
1560_HILICPos,HILICPos,266.13898,2.249,    ND,    ND,4433900,3665200,unknown
6465_RP,RP,266.17288,7.952,    ND,    ND,839210,858940,unknown
1563_HILICPos,HILICPos,266.17542,2.234,    ND,    ND,1717700,719310,unknown
1567_HILICPos,HILICPos,267.13397,2.241,    ND,    ND,4533300,6001900,unknown
6511_RP,RP,267.13403,1.418,    ND,    ND,1461300,    ND,unknown
6512_RP,RP,267.13416,1.877,    ND,    ND,1423500,2091500,unknown
6516_RP,RP,267.13931,0.811,4229100,3504500,    ND,    ND,unknown
6519_RP,RP,267.14548,0.984,    ND,    ND,    ND,686440,unknown
6542_RP,RP,267.98853,0.698,    ND,    ND,2547400,    ND,unknown
6547_RP,RP,268.08566,5.124,    ND,    ND,798830,632490,unknown
6552_RP,RP,268.10406,1.041,    ND,303220,334940,1563100,unknown
1574_HILICPos,HILICPos,268.10413,4.898,    ND,    ND,1160700,3994500,Adenosine
6555_RP,RP,268.11789,1.19,    ND,    ND,1466500,    ND,unknown
1575_HILICPos,HILICPos,268.11801,2.258,    ND,    ND,2898100,2727700,unknown
1578_HILICPos,HILICPos,268.15463,2.267,    ND,    ND,2842600,2608800,unknown
6564_RP,RP,268.17004,6.17,    ND,    ND,10481000,9601600,unknown
1579_HILICPos,HILICPos,268.17526,2.178,    ND,    ND,2328000,    ND,unknown
6565_RP,RP,268.17557,1.538,271150,    ND,4452400,    ND,unknown
6566_RP,RP,268.17569,0.96,692960,    ND,5598100,    ND,unknown
6590_RP,RP,268.94272,0.716,    ND,1709000,    ND,    ND,unknown
6591_RP,RP,268.98563,0.735,    ND,    ND,1213900,    ND,unknown
1584_HILICPos,HILICPos,269.08807,8.002,    ND,    ND,    ND,319880,unknown
6605_RP,RP,269.12524,0.767,    ND,    ND,9186600,5255400,"Thiamine, 13C3"
6610_RP,RP,269.15359,8.733,78271000,    ND,    ND,    ND,unknown
1586_HILICPos,HILICPos,269.15955,2.242,    ND,    ND,10195000,2665800,unknown
6613_RP,RP,269.17514,9.21,    ND,    ND,    ND,9643300,unknown
6656_RP,RP,270.17007,0.916,    ND,    ND,201030,153240,unknown
6657_RP,RP,270.19116,1.949,672520,    ND,25348000,    ND,unknown
6664_RP,RP,270.7973,0.664,963840,    ND,5616400,2472300,unknown
6666_RP,RP,270.86124,0.66,    ND,202970,874280,    ND,unknown
2001_HILICNeg,HILICNeg,271.08282,2.247,    ND,    ND,4961600,6156200,unknown
6687_RP,RP,271.12918,0.918,1496200,1179300,2362000,2179300,unknown
6724_RP,RP,272.17044,1.093,    ND,    ND,1837400,    ND,unknown
6733_RP,RP,272.22223,6.19,    ND,    ND,307900,460040,unknown
6738_RP,RP,272.23312,2.211,19839000,    ND,45294000,1178100,unknown
6742_RP,RP,272.79443,0.663,1316500,255290,7401000,3475900,unknown
6743_RP,RP,272.87152,0.654,782820,    ND,    ND,    ND,unknown
6767_RP,RP,273.14468,0.927,875640,1060600,1680900,2137000,unknown
1618_HILICPos,HILICPos,273.18097,2.26,2174700,    ND,4573900,274230,unknown
6773_RP,RP,273.18109,4.434,2536200,    ND,7688100,    ND,unknown
6782_RP,RP,273.8555,0.657,    ND,    ND,5084500,2071800,unknown
6803_RP,RP,274.12189,0.774,    ND,    ND,1377300,    ND,unknown
6821_RP,RP,274.20154,5.381,    ND,    ND,    ND,3495200,unknown
6833_RP,RP,274.79144,0.665,663160,    ND,3792200,1726800,unknown
6854_RP,RP,275.10989,1.342,    ND,    ND,13003000,    ND,unknown
6855_RP,RP,275.11813,9.228,456480,    ND,    ND,600690,unknown
6864_RP,RP,275.14648,1.942,625670,    ND,19117000,    ND,unknown
6873_RP,RP,275.23306,7.226,    ND,    ND,287060,    ND,unknown
6879_RP,RP,275.85263,0.658, 47734,    ND,7424100,3146200,unknown
6889_RP,RP,276.01514,12.585,    ND,    ND,2015600,1971600,unknown
6895_RP,RP,276.10782,0.794,    ND,1037000,    ND,    ND,unknown
6896_RP,RP,276.108,0.998,    ND,    ND,    ND,1001700,unknown
1634_HILICPos,HILICPos,276.12323,2.247,    ND,    ND,1782500,1393800,unknown
6900_RP,RP,276.14453,4.334,    ND,    ND,    ND,3256300,unknown
6918_RP,RP,276.78854,0.669,    ND,    ND,846560,394320,unknown
6921_RP,RP,276.91315,0.685,    ND,    ND,555430,    ND,unknown
6937_RP,RP,277.09808,0.688,    ND,    ND,14098000,4497100,unknown
6939_RP,RP,277.09818,7.642,    ND,    ND,    ND,837910,unknown
6964_RP,RP,277.8497,0.657,    ND,    ND,4122300,1747500,unknown
6974_RP,RP,278.02725,7.736,    ND,    ND,    ND,18506000,unknown
1645_HILICPos,HILICPos,278.13898,2.255,    ND,    ND,3319500,3014900,unknown
1646_HILICPos,HILICPos,278.15973,2.232,    ND,    ND,2482100,5013200,unknown
7014_RP,RP,278.77621,0.665,    ND,    ND,273040,205560,unknown
1650_HILICPos,HILICPos,279.13397,2.245,    ND,    ND,5893400,4961100,unknown
7045_RP,RP,279.17062,3.714,    ND,    ND,    ND,938890,unknown
7046_RP,RP,279.17065,4.027,    ND,    ND,    ND,841140,unknown
7062_RP,RP,279.8468,0.657,    ND,    ND,1138500,450370,unknown
7071_RP,RP,280.09207,0.675,    ND,204400,    ND,    ND,unknown
7080_RP,RP,280.13931,1.028,    ND,    ND,1345600,    ND,unknown
7083_RP,RP,280.17569,1.074,468810,    ND,8620900,    ND,unknown
7087_RP,RP,280.17581,2.446,    ND,    ND,634860,1626400,unknown
7102_RP,RP,280.84714,0.659,1959600,1794600,2342600,1961800,unknown
1658_HILICPos,HILICPos,281.09903,2.261,    ND,    ND,640310,1009600,unknown
7143_RP,RP,281.84283,0.685,546910,311250,540040,3046400,unknown
7149_RP,RP,282.07568,7.719,    ND,    ND,    ND,3135800,unknown
7155_RP,RP,282.10175,6.293,    ND,    ND,188600,    ND,unknown
7165_RP,RP,282.134,1.323,1681800,1397900,3828500,4064200,unknown
1661_HILICPos,HILICPos,282.13416,2.258,    ND,    ND,4702100,3866000,unknown
1663_HILICPos,HILICPos,282.17026,2.266,    ND,    ND,2153100,1973700,unknown
7182_RP,RP,282.83493,0.662,1233800,1186700,1382400,1169800,unknown
7184_RP,RP,283.00601,7.737,    ND,    ND,    ND,584530,unknown
2070_HILICNeg,HILICNeg,283.11938,2.247,    ND,    ND,4470100,6641900,unknown
7199_RP,RP,283.1329,9.417,50583000,    ND,    ND,    ND,unknown
7206_RP,RP,283.17511,1.638,    ND,    ND,36708000,    ND,unknown
7218_RP,RP,283.83984,0.685,451210,293800,324770,3002000,unknown
7222_RP,RP,283.99017,1.148,    ND,    ND, 61276,    ND,unknown
1669_HILICPos,HILICPos,284.09897,9.445,    ND,    ND,296310,616290,Guanosine
7233_RP,RP,284.09909,1.101,    ND,127860,    ND,545070,unknown
7239_RP,RP,284.1705,1.981,    ND,    ND,5850300,    ND,unknown
7268_RP,RP,285.10599,6.461,    ND,    ND,2292700,3468200,unknown
1684_HILICPos,HILICPos,285.22858,2.233,53724000,    ND,136960000,3929000,unknown
